NEWSWEEK_MOST_RESPONSIBLE_2025_RANK,COMPANY,HQ CITY,HQ STATE,INDUSTRY,RANK IN INDUSTRY,SCORE OVERALL,SCORE ENVIRONMENTAL CONCERNS,SCORE SOCIAL CONCERNS,SCORE CORPORATE GOVERNANCE CONCERNS,normalized_name_nmr,matched_name,FORTUNE_100_BEST_COMPANIES_TO_WORK_FOR_2024_RANK,NAME,% WOMEN,% MINORITIES,U.S. JOB OPENINGS,FULLY PAID MATERNAL LEAVE (DAYS),FULLY PAID PATERNAL LEAVE (DAYS),FULLY PAID ADOPTIVE LEAVE (DAYS),PAID DAYS OFF FOR VOLUNTEERING,normalized_name_f100,JUST_CAPITALS_JUST_100_RANK,Company,Industry,normalized_name_jc100,POINTS_OF_LIGHT_CIVIC_50,normalized_name_c50
541,Quest Diagnostics,Secaucus,NJ,"Health Care, Life Sciences & Pharmaceuticals",42,69.72,65.92,76.81,66.51,questdiagnostics,questdiagnostics,,,,,,,,,,,,,,,,
542,Franklin Resources,San Mateo,CA,Financial,47,69.67,67.28,65.24,76.54,franklinresources,franklinresources,,,,,,,,,,,,,,,,
543,Unifi,Greensboro,NC,Materials & Chemicals,51,69.62,74.36,60.87,73.7,unifi,unifi,,,,,,,,,,,,,,,,
544,Amkor Technology,Tempe,AZ,Technology,66,69.6,76.65,63.09,69.12,amkortechnology,amkortechnology,,,,,,,,,,,,,,,,
545,Marriott Vacations Worldwide,Orlando,FL,"Hotels, Dining & Leisure",15,69.58,76.09,53.1,79.63,marriottvacationsworldwide,marriottvacationsworldwide,,,,,,,,,,,,,,,,
546,Entegris,Billerica,MA,"Health Care, Life Sciences & Pharmaceuticals",43,69.55,83.41,59.65,65.68,entegris,entegris,,,,,,,,,,,,,,,,
547,Sanmina,San Jose,CA,Technology,67,69.48,72.25,65.29,70.96,sanmina,sanmina,,,,,,,,,,,,,,,,
548,TreeHouse Foods,Oak Brook,IL,Retail & Consumer Goods,67,69.41,81.69,64.91,61.7,treehousefoods,treehousefoods,,,,,,,,,,,,,,,,
549,TransDigm,Cleveland,OH,Capital Goods,70,69.36,74.46,57.58,76.12,transdigm,transdigm,,,,,,,,,,,,,,,,
550,Entergy,New Orleans,LA,Energy & Utilities,50,69.34,48.94,85.34,73.78,entergy,entergy,,,,,,,,,,,,,,,,
551,Dentsply Sirona,Charlotte,NC,"Health Care, Life Sciences & Pharmaceuticals",44,69.21,80.15,57.65,69.89,dentsplysirona,dentsplysirona,,,,,,,,,,,,,,,,
552,Teradyne,North Reading,MA,Technology,68,69.19,77.07,55.97,74.61,teradyne,teradyne,,,,,,,,,,,,,,,,
553,TimkenSteel,North Canton,OH,Materials & Chemicals,52,69.16,69.51,61.96,76.09,timkensteel,timkensteel,,,,,,,,,,,,,,,,
554,News Corp,New York City,NY,Media & Telecommunications,20,69.14,72.07,59.77,75.65,newscorp,newscorp,,,,,,,,,,,,,,,,
555,AAR,Wood Dale,IL,Transport & Logistics,17,69.14,66.1,56.8,84.57,aar,aar,,,,,,,,,,,,,,,,
556,Tyler Technologies,Plano,TX,Software,18,69.12,66.31,64.97,76.13,tylertechnologies,tylertechnologies,,,,,,,,,,,,,,,,
557,Louisiana-Pacific,Nashville,TN,Capital Goods,71,69.05,65.78,62.45,78.97,louisianapacific,louisianapacific,,,,,,,,,,,,,,,,
558,Snap-on,Kenosha,WI,Capital Goods,72,69.03,82.69,51.79,72.69,snapon,snapon,,,,,,,,,,,,,,,,
559,Quaker Houghton,Conshohocken,PA,Materials & Chemicals,53,68.95,69.19,56.36,81.36,quakerhoughton,quakerhoughton,,,,,,,,,,,,,,,,
560,Flowers Foods,Thomasville,GA,Retail & Consumer Goods,68,68.88,87.26,50.98,68.48,flowersfoods,flowersfoods,,,,,,,,,,,,,,,,
561,Paramount Global,New York City,NY,Media & Telecommunications,21,68.86,67.04,72.11,67.49,paramountglobal,paramountglobal,,,,,,,,,,,,,,,,
562,Akamai,Cambridge,MA,Media & Telecommunications,22,68.85,62.12,67.48,77.0,akamai,akamai,,,,,,,,,,,,,,,,
563,Old Dominion Freight Line,Thomasville,NC,Transport & Logistics,18,68.83,62.21,72.55,71.79,olddominionfreightline,olddominionfreightline,,,,,,,,,,,,,,,,
564,Dollar General,Goodlettsville,TN,Retail & Consumer Goods,69,68.8,69.45,73.3,63.72,dollargeneral,dollargeneral,,,,,,,,,,,,,,,,
565,Constellation Energy,Baltimore,MD,Energy & Utilities,51,68.72,52.97,83.26,69.99,constellationenergy,constellationenergy,,,,,,,,,,,,,,,,
566,Choice Hotels,Rockville,MD,"Hotels, Dining & Leisure",16,68.71,72.93,68.63,64.63,choicehotels,choicehotels,,,,,,,,,,,,,,,,
567,Teledyne Technologies,Thousand Oaks,CA,Technology,69,68.7,86.13,55.59,64.45,teledynetechnologies,teledynetechnologies,,,,,,,,,,,,,,,,
568,Avanos Medical,Alpharetta,GA,"Health Care, Life Sciences & Pharmaceuticals",45,68.67,71.45,71.26,63.37,avanosmedical,avanosmedical,,,,,,,,,,,,,,,,
569,"CNO Financial Group, Inc.",Carmel,IN,Financial,48,68.56,63.89,73.84,68.01,cnofinancialgroupinc,cnofinancialgroupinc,,,,,,,,,,,,,,,,
570,The Children's Place,Secaucus,NJ,Retail & Consumer Goods,70,68.5,81.38,63.75,60.45,thechildrensplace,thechildrensplace,,,,,,,,,,,,,,,,
571,The Hanover,Worcester,MA,Financial,49,68.43,73.26,62.65,69.46,thehanover,thehanover,,,,,,,,,,,,,,,,
572,Tronox,Stamford,CT,Materials & Chemicals,54,68.39,62.13,66.0,77.1,tronox,tronox,,,,,,,,,,,,,,,,
573,Arrow Electronics,Centennial,CO,Technology,70,68.35,63.09,71.05,70.99,arrowelectronics,arrowelectronics,,,,,,,,,,,,,,,,
574,Fastenal,Winona,MN,Retail & Consumer Goods,71,68.33,73.59,60.71,70.75,fastenal,fastenal,,,,,,,,,,,,,,,,
575,Integra,Princeton,NJ,"Health Care, Life Sciences & Pharmaceuticals",46,68.32,57.49,61.01,86.51,integra,integra,,,,,,,,,,,,,,,,
576,Western Union,Denver,CO,Financial,50,68.25,59.14,76.99,68.66,westernunion,westernunion,,,,,,,,,,,,,,,,
577,American Airlines,Fort Worth,TX,Transport & Logistics,19,68.19,63.12,67.06,74.47,americanairlines,americanairlines,,,,,,,,,,,,,,,,
578,Ameriprise Financial,Minneapolis,MN,Financial,51,68.16,68.57,63.5,72.49,ameriprisefinancial,ameriprisefinancial,,,,,,,,,,,,,,,,
579,Frontdoor,Memphis,TN,Real Estate & Housing,46,68.06,47.85,73.48,82.91,frontdoor,frontdoor,,,,,,,,,,,,,,,,
580,Universal Display,Ewing,NJ,Technology,71,68.05,77.67,59.18,67.36,universaldisplay,universaldisplay,,,,,,,,,,,,,,,,
581,Graphic Packaging Holding Company,Atlanta,GA,Materials & Chemicals,55,67.98,60.6,63.58,79.81,graphicpackagingholdingcompany,graphicpackagingholdingcompany,,,,,,,,,,,,,,,,
582,NNN REIT,Orlando,FL,Financial,52,67.94,61.67,70.7,71.5,nnnreit,nnnreit,,,,,,,,,,,,,,,,
583,UFP Industries,Grand Rapids,MI,Real Estate & Housing,47,67.93,77.41,44.96,81.5,ufpindustries,ufpindustries,,,,,,,,,,,,,,,,
584,YETI,Austin,TX,Retail & Consumer Goods,72,67.91,65.55,69.37,68.85,yeti,yeti,,,,,,,,,,,,,,,,
585,Boyd,Las Vegas,NV,"Hotels, Dining & Leisure",17,67.86,77.41,53.03,73.21,boyd,boyd,,,,,,,,,,,,,,,,
586,Crane,Stamford,CT,Materials & Chemicals,56,67.82,74.48,69.78,59.28,crane,crane,,,,,,,,,,,,,,,,
587,Piedmont,Atlanta,GA,Real Estate & Housing,48,67.81,81.32,44.88,77.32,piedmont,piedmont,,,,,,,,,,,,,,,,
588,BellRing,St. Louis,MO,Retail & Consumer Goods,73,67.8,68.76,61.88,72.81,bellring,bellring,,,,,,,,,,,,,,,,
589,Applied Industrial Technologies,Cleveland,OH,Capital Goods,73,67.77,61.59,57.27,84.52,appliedindustrialtechnologies,appliedindustrialtechnologies,,,,,,,,,,,,,,,,
590,PACCAR,Bellevue,WA,Transport & Logistics,20,67.75,75.82,55.65,71.85,paccar,paccar,,,,,,,,,,,,,,,,
591,Expeditors International of Washington,Seattle,WA,Transport & Logistics,21,67.57,67.01,66.29,69.47,expeditorsinternationalofwashington,expeditorsinternationalofwashington,,,,,,,,,,,,,,,,
592,Rogers Corporation,Chandler,AZ,Technology,72,67.55,77.12,56.21,69.4,rogerscorporation,rogerscorporation,,,,,,,,,,,,,,,,
593,Expro,Houston,TX,Energy & Utilities,52,67.54,77.29,61.52,63.89,expro,expro,,,,,,,,,,,,,,,,
594,SJW Group,San Jose,CA,Capital Goods,74,67.5,76.37,62.22,63.98,sjwgroup,sjwgroup,,,,,,,,,,,,,,,,
595,Ally Financial,Detroit,MI,Financial,53,67.26,63.0,67.19,71.66,allyfinancial,allyfinancial,66.0,Ally Financial,49%,42%,300,60,60,60,Yes,allyfinancial,,,,,,
596,LKQ,Chicago,IL,Retail & Consumer Goods,74,67.26,68.19,64.11,69.54,lkq,lkq,,,,,,,,,,,,,,,,
597,Fossil,Richardson,TX,Retail & Consumer Goods,75,67.26,80.15,50.11,71.59,fossil,fossil,,,,,,,,,,,,,,,,
598,Okta,San Francisco,CA,Software,19,67.12,77.73,63.97,59.74,okta,okta,,,,,,,,,,,,,,,,
599,Spectrum Brands,Middleton,WI,Retail & Consumer Goods,76,67.11,66.29,66.85,68.25,spectrumbrands,spectrumbrands,,,,,,,,,,,,,,,,
600,Modine Manufacturing,Racine,WI,Capital Goods,75,67.09,67.48,55.6,78.25,modinemanufacturing,modinemanufacturing,,,,,,,,,,,,,,,,
601,Forward,Greeneville,TN,Transport & Logistics,22,67.07,56.42,59.45,85.4,forward,forward,,,,,,,,,,,,,,,,
,,,,,,,,,,,hiltonworldwideholdings,1.0,Hilton Worldwide Holdings,-,-,2460,60,20,20,No,hiltonworldwideholdings,,,,,,
,,,,,,,,,,,synchrony,5.0,Synchrony,-,47%,310,60,60,60,Yes,synchrony,,,,,,
,,,,,,,,,,,wegmansfoodmarkets,6.0,Wegmans Food Markets,54%,30%,1246,-,-,-,No,wegmansfoodmarkets,,,,,,
,,,,,,,,,,,accenture,7.0,Accenture,-,-,500,40,40,40,No,accenture,,,,,,
,,,,,,,,,,,comcast,10.0,Comcast,31%,46%,1150,80,80,80,No,comcast,,,,,,
,,,,,,,,,,,pinnaclefinancialpartners,11.0,Pinnacle Financial Partners,65%,17%,208,20,20,20,No,pinnaclefinancialpartners,,,,,,
,,,,,,,,,,,plantemoran,12.0,Plante & Moran,50%,14%,101,60,30,30,Yes,plantemoran,,,,,,
,,,,,,,,,,,deloitte,13.0,Deloitte,-,-,3794,120,80,80,Yes,deloitte,,,,,,
,,,,,,,,,,,powerhomeremodeling,14.0,Power Home Remodeling,18%,24%,534,60,15,30,Yes,powerhomeremodeling,,,,,,
,,,,,,,,,,,capitalonefinancial,15.0,Capital One Financial,51%,52%,1003,90,40,40,Yes,capitalonefinancial,,,,,,
,,,,,,,,,,,orrick,16.0,Orrick,-,-,29,110,80,80,Yes,orrick,,,,,,
,,,,,,,,,,,slalom,17.0,Slalom,43%,37%,219,80,40,40,No,slalom,,,,,,
,,,,,,,,,,,box,18.0,Box,39%,61%,104,100,60,60,Yes,box,,,,,,
,,,,,,,,,,,worldwidetechnology,19.0,World Wide Technology,31%,24%,328,60,30,30,Yes,worldwidetechnology,,,,,,
,,,,,,,,,,,alstonbird,20.0,Alston & Bird,52%,30%,36,90,90,90,Yes,alstonbird,,,,,,
,,,,,,,,,,,nationwide,21.0,Nationwide,-,-,500,40,40,40,Yes,nationwide,,,,,,
,,,,,,,,,,,pricewaterhousecoopers,22.0,PricewaterhouseCoopers,47%,-,1844,105,60,90,Yes,pricewaterhousecoopers,,,,,,
,,,,,,,,,,,rocketcompanies,26.0,Rocket Companies,45%,33%,700,56,56,56,Yes,rocketcompanies,,,,,,
,,,,,,,,,,,ihghotelsresorts,28.0,IHG Hotels & Resorts,49%,26%,864,40,40,40,Yes,ihghotelsresorts,,,,,,
,,,,,,,,,,,texashealthresources,29.0,Texas Health Resources,79%,50%,1207,15,15,15,Yes,texashealthresources,,,,,,
,,,,,,,,,,,kimleyhorn,30.0,Kimley-Horn,37%,24%,989,40,10,10,No,kimleyhorn,,,,,,
,,,,,,,,,,,edwardjones,31.0,Edward Jones,62%,11%,653,80,10,80,Yes,edwardjones,,,,,,
,,,,,,,,,,,crowe,32.0,Crowe,47%,27%,202,60,60,60,Yes,crowe,,,,,,
,,,,,,,,,,,baird,34.0,Baird,43%,11%,116,60,15,60,Yes,baird,,,,,,
,,,,,,,,,,,progressive,35.0,Progressive,60%,40%,523,20,20,20,No,progressive,,,,,,
,,,,,,,,,,,navyfederalcreditunion,37.0,Navy Federal Credit Union,66%,45%,101,80,40,40,Yes,navyfederalcreditunion,,,,,,
,,,,,,,,,,,atlassian,38.0,Atlassian,59%,46%,125,130,100,100,Yes,atlassian,,,,,,
,,,,,,,,,,,creditacceptance,39.0,Credit Acceptance,59%,56%,169,15,15,15,No,creditacceptance,,,,,,
,,,,,,,,,,,cheesecakefactory,40.0,Cheesecake Factory,46%,72%,2766,-,-,-,No,cheesecakefactory,,,,,,
,,,,,,,,,,,bainco,41.0,Bain & Co.,-,-,-,140,140,140,Yes,bainco,,,,,,
,,,,,,,,,,,moderntechnologysolutions,42.0,Modern Technology Solutions,22%,18%,219,15,15,15,No,moderntechnologysolutions,,,,,,
,,,,,,,,,,,pultegroup,43.0,PulteGroup,40%,26%,447,50,10,10,Yes,pultegroup,,,,,,
,,,,,,,,,,,rsmus,44.0,RSM US,46%,25%,3282,60,60,60,Yes,rsmus,,,,,,
,,,,,,,,,,,protiviti,45.0,Protiviti,45%,32%,50,50,50,50,No,protiviti,,,,,,
,,,,,,,,,,,workiva,46.0,Workiva,41%,20%,74,60,60,60,Yes,workiva,,,,,,
,,,,,,,,,,,sapamerica,47.0,SAP America,37%,39%,188,100,60,60,Yes,sapamerica,,,,,,
,,,,,,,,,,,ayahealthcare,48.0,Aya Healthcare,73%,-,94,42,42,42,Yes,ayahealthcare,,,,,,
,,,,,,,,,,,publicissapient,50.0,Publicis Sapient,-,-,130,30,30,30,-,publicissapient,,,,,,
,,,,,,,,,,,firstamericanfinancial,51.0,First American Financial,66%,34%,229,80,30,30,Yes,firstamericanfinancial,,,,,,
,,,,,,,,,,,vizient,52.0,Vizient,56%,31%,128,80,80,80,Yes,vizient,,,,,,
,,,,,,,,,,,abbvie,53.0,AbbVie,56%,37%,-,60,60,60,Yes,abbvie,,,,,,
,,,,,,,,,,,ryan,54.0,Ryan,51%,28%,57,70,70,70,Yes,ryan,,,,,,
,,,,,,,,,,,davidweekleyhomes,55.0,David Weekley Homes,-,-,123,60,10,10,Yes,davidweekleyhomes,,,,,,
,,,,,,,,,,,discoverfinancialservices,56.0,Discover Financial Services,64%,48%,362,80,80,80,No,discoverfinancialservices,,,,,,
,,,,,,,,,,,dhlexpressus,57.0,DHL Express U.S.,30%,63%,131,60,60,60,No,dhlexpressus,,,,,,
,,,,,,,,,,,thebreakerspalmbeach,59.0,The Breakers Palm Beach,45%,63%,89,50,50,20,Yes,thebreakerspalmbeach,,,,,,
,,,,,,,,,,,sheetz,60.0,Sheetz,55%,27%,1642,84,10,10,Yes,sheetz,,,,,,
,,,,,,,,,,,roberthalf,61.0,Robert Half,62%,32%,-,30,30,30,No,roberthalf,,,,,,
,,,,,,,,,,,merckus,62.0,Merck (U.S.),51%,19%,1700,100,60,60,Yes,merckus,,,,,,
,,,,,,,,,,,ey,64.0,EY,-,-,1800,95,95,95,Yes,ey,,,,,,
,,,,,,,,,,,nustarenergy,67.0,NuStar Energy,19%,34%,24,50,20,50,Yes,nustarenergy,,,,,,
,,,,,,,,,,,veteransunitedhomeloans,69.0,Veterans United Home Loans,-,-,150,35,5,35,No,veteransunitedhomeloans,,,,,,
,,,,,,,,,,,trekbicycle,71.0,Trek Bicycle,21%,19%,125,60,10,10,-,trekbicycle,,,,,,
,,,,,,,,,,,kpmg,72.0,KPMG,47%,38%,654,60,60,60,Yes,kpmg,,,,,,
,,,,,,,,,,,hyatthotels,73.0,Hyatt Hotels,53%,64%,2704,40,10,40,No,hyatthotels,,,,,,
,,,,,,,,,,,alight,74.0,Alight,67%,41%,244,40,40,40,Yes,alight,,,,,,
,,,,,,,,,,,newamericanfunding,75.0,New American Funding,55%,42%,70,-,-,-,No,newamericanfunding,,,,,,
,,,,,,,,,,,experian,77.0,Experian,-,-,1155,20,12,12,Yes,experian,,,,,,
,,,,,,,,,,,wwgrainger,78.0,W.W. Grainger,39%,37%,7990,60,20,20,No,wwgrainger,,,,,,
,,,,,,,,,,,dow,79.0,Dow,29%,28%,750,80,80,80,Yes,dow,,,,,,
,,,,,,,,,,,hilcorpenergy,80.0,Hilcorp Energy,15%,19%,52,40,5,5,No,hilcorpenergy,,,,,,
,,,,,,,,,,,publixsupermarkets,81.0,Publix Super Markets,-,-,5826,60,-,-,No,publixsupermarkets,,,,,,
,,,,,,,,,,,stryker,82.0,Stryker,36%,28%,1149,60,30,30,Yes,stryker,,,,,,
,,,,,,,,,,,atlantichealthsystem,83.0,Atlantic Health System,75%,44%,1811,30,30,30,No,atlantichealthsystem,,,,,,
,,,,,,,,,,,perkinscoie,84.0,Perkins Coie,57%,30%,35,140,84,140,Yes,perkinscoie,,,,,,
,,,,,,,,,,,pandarestaurantgroup,85.0,Panda Restaurant Group,-,-,4053,-,-,-,No,pandarestaurantgroup,,,,,,
,,,,,,,,,,,carmax,87.0,CarMax,28%,-,1500,30,30,30,Yes,carmax,,,,,,
,,,,,,,,,,,jacksonhealthcare,88.0,Jackson Healthcare,71%,30%,659,60,20,60,Yes,jacksonhealthcare,,,,,,
,,,,,,,,,,,baptisthealthsouthflorida,89.0,Baptist Health South Florida,74%,74%,1204,10,9,10,No,baptisthealthsouthflorida,,,,,,
,,,,,,,,,,,pclconstruction,90.0,PCL Construction,24%,34%,99,45,5,5,No,pclconstruction,,,,,,
,,,,,,,,,,,thewonderfulcompany,91.0,The Wonderful Company,39%,-,192,20,20,20,No,thewonderfulcompany,,,,,,
,,,,,,,,,,,crowdstrike,92.0,CrowdStrike,-,-,547,60,60,60,Yes,crowdstrike,,,,,,
,,,,,,,,,,,hilti,93.0,Hilti,28%,23%,148,84,84,84,Yes,hilti,,,,,,
,,,,,,,,,,,deltaairlines,94.0,Delta Air Lines,-,-,223,84,14,14,No,deltaairlines,,,,,DELTA AIR LINES,deltaairlines
,,,,,,,,,,,teleperformance,95.0,Teleperformance,75%,38%,100,40,14,14,Yes,teleperformance,,,,,,
,,,,,,,,,,,wellstarhealthsystem,96.0,Wellstar Health System,80%,51%,2857,20,20,20,No,wellstarhealthsystem,,,,,,
,,,,,,,,,,,walmart,97.0,Walmart,-,-,103776,80,30,30,No,walmart,,,,,,
,,,,,,,,,,,allianzlifeinsurance,98.0,Allianz Life Insurance,50%,14%,110,30,30,30,Yes,allianzlifeinsurance,,,,,,
,,,,,,,,,,,nuggetmarket,99.0,Nugget Market,47%,40%,50,-,-,-,No,nuggetmarket,,,,,,
,,,,,,,,,,,scrippshealth,100.0,Scripps Health,75%,62%,462,110,60,60,No,scrippshealth,,,,,,
,,,,,,,,,,,hewlettpackardenterprisecompany,,,,,,,,,,,1.0,Hewlett Packard Enterprise Company,Computer Services,hewlettpackardenterprisecompany,,
,,,,,,,,,,,hpinc,,,,,,,,,,,2.0,HP Inc,Technology Hardware,hpinc,,
,,,,,,,,,,,bankofamericacorporation,,,,,,,,,,,3.0,Bank of America Corporation,Banks,bankofamericacorporation,,
,,,,,,,,,,,unionpacificcorp,,,,,,,,,,,4.0,Union Pacific Corp,Transportation,unionpacificcorp,,
,,,,,,,,,,,accentureplc,,,,,,,,,,,5.0,Accenture plc,Commercial Support Services,accentureplc,,
,,,,,,,,,,,tranetechnologies,,,,,,,,,,,6.0,Trane Technologies,Building Materials & Construction,tranetechnologies,,
,,,,,,,,,,,bankofnewyorkbny,,,,,,,,,,,8.0,Bank of New York - BNY,Capital Markets,bankofnewyorkbny,,
,,,,,,,,,,,citigroupinc,,,,,,,,,,,9.0,Citigroup Inc,Banks,citigroupinc,,
,,,,,,,,,,,thecignagroup,,,,,,,,,,,10.0,The Cigna Group,Health Care Providers,thecignagroup,,
,,,,,,,,,,,principalfinancialgroupinc,,,,,,,,,,,11.0,Principal Financial Group Inc,Insurance,principalfinancialgroupinc,,
,,,,,,,,,,,dowinc,,,,,,,,,,,12.0,Dow Inc,Chemicals,dowinc,"DOW, INC.",dowinc
,,,,,,,,,,,appliedmaterialsinc,,,,,,,,,,,13.0,Applied Materials Inc,Semiconductors & Equipment,appliedmaterialsinc,,
,,,,,,,,,,,medtronicplc,,,,,,,,,,,14.0,Medtronic plc,Medical Equipment & Services,medtronicplc,,
,,,,,,,,,,,thehersheycompany,,,,,,,,,,,15.0,The Hershey Company,"Food, Beverage & Tobacco",thehersheycompany,THE HERSHEY COMPANY,thehersheycompany
,,,,,,,,,,,servicenowinc,,,,,,,,,,,16.0,ServiceNow Inc,Software,servicenowinc,,
,,,,,,,,,,,verizoncommunicationsinc,,,,,,,,,,,17.0,Verizon Communications Inc,Telecommunications,verizoncommunicationsinc,,
,,,,,,,,,,,huntingtonbancsharesinc,,,,,,,,,,,18.0,Huntington Bancshares Inc,Banks,huntingtonbancsharesinc,,
,,,,,,,,,,,alphabetinc,,,,,,,,,,,19.0,Alphabet Inc,Internet,alphabetinc,,
,,,,,,,,,,,americanelectricpowercompanyinc,,,,,,,,,,,20.0,American Electric Power Company Inc,Utilities,americanelectricpowercompanyinc,,
,,,,,,,,,,,mtbankcorp,,,,,,,,,,,21.0,M&T Bank Corp,Banks,mtbankcorp,,
,,,,,,,,,,,nasdaqinc,,,,,,,,,,,22.0,Nasdaq Inc,Capital Markets,nasdaqinc,,
,,,,,,,,,,,advancedmicrodevicesinc,,,,,,,,,,,23.0,Advanced Micro Devices Inc,Semiconductors & Equipment,advancedmicrodevicesinc,,
,,,,,,,,,,,thehartfordfinancialservicesgroupinc,,,,,,,,,,,25.0,The Hartford Financial Services Group Inc,Insurance,thehartfordfinancialservicesgroupinc,,
,,,,,,,,,,,ecolabinc,,,,,,,,,,,26.0,Ecolab Inc,Chemicals,ecolabinc,,
,,,,,,,,,,,spglobalinc,,,,,,,,,,,27.0,S&P Global Inc,Commercial Support Services,spglobalinc,,
,,,,,,,,,,,organonco,,,,,,,,,,,28.0,Organon & Co,Pharmaceuticals & Biotech,organonco,,
,,,,,,,,,,,akamaitechnologiesinc,,,,,,,,,,,29.0,Akamai Technologies Inc,Internet,akamaitechnologiesinc,,
,,,,,,,,,,,salesforcecominc,,,,,,,,,,,30.0,Salesforce.com Inc,Software,salesforcecominc,,
,,,,,,,,,,,abbottlaboratories,,,,,,,,,,,31.0,Abbott Laboratories,Medical Equipment & Services,abbottlaboratories,,
,,,,,,,,,,,mastercardinc,,,,,,,,,,,32.0,Mastercard Inc,Transaction Processing,mastercardinc,,
,,,,,,,,,,,fifththirdbancorp,,,,,,,,,,,33.0,Fifth Third Bancorp,Banks,fifththirdbancorp,,
,,,,,,,,,,,zillowgroupinc,,,,,,,,,,,34.0,Zillow Group Inc,Commercial Support Services,zillowgroupinc,,
,,,,,,,,,,,marathonpetroleumcorp,,,,,,,,,,,35.0,Marathon Petroleum Corp,Oil & Gas,marathonpetroleumcorp,,
,,,,,,,,,,,intelcorp,,,,,,,,,,,36.0,Intel Corp,Semiconductors & Equipment,intelcorp,,
,,,,,,,,,,,dukeenergycorporation,,,,,,,,,,,38.0,Duke Energy Corporation,Utilities,dukeenergycorporation,,
,,,,,,,,,,,americanexpresscompany,,,,,,,,,,,39.0,American Express Company,Transaction Processing,americanexpresscompany,,
,,,,,,,,,,,pncfinancialservicesgroupinc,,,,,,,,,,,40.0,PNC Financial Services Group Inc,Banks,pncfinancialservicesgroupinc,,
,,,,,,,,,,,merckcoinc,,,,,,,,,,,41.0,Merck & Co Inc,Pharmaceuticals & Biotech,merckcoinc,,
,,,,,,,,,,,bostonscientificcorp,,,,,,,,,,,42.0,Boston Scientific Corp,Medical Equipment & Services,bostonscientificcorp,,
,,,,,,,,,,,nvidiacorp,,,,,,,,,,,43.0,NVIDIA Corp,Semiconductors & Equipment,nvidiacorp,,
,,,,,,,,,,,qualcomminc,,,,,,,,,,,44.0,Qualcomm Inc,Semiconductors & Equipment,qualcomminc,,
,,,,,,,,,,,avangridinc,,,,,,,,,,,45.0,Avangrid Inc,Utilities,avangridinc,,
,,,,,,,,,,,visainc,,,,,,,,,,,46.0,Visa Inc,Transaction Processing,visainc,,
,,,,,,,,,,,truistfinancialcorporation,,,,,,,,,,,47.0,Truist Financial Corporation,Banks,truistfinancialcorporation,,
,,,,,,,,,,,tmobileusinc,,,,,,,,,,,48.0,T-Mobile US Inc,Telecommunications,tmobileusinc,,
,,,,,,,,,,,cfindustriesholdingsinc,,,,,,,,,,,49.0,CF Industries Holdings Inc,Chemicals,cfindustriesholdingsinc,,
,,,,,,,,,,,internationalbusinessmachinescorporation,,,,,,,,,,,50.0,International Business Machines Corporation,Computer Services,internationalbusinessmachinescorporation,,
,,,,,,,,,,,equinixinc,,,,,,,,,,,51.0,Equinix Inc,Real Estate,equinixinc,,
,,,,,,,,,,,learcorporation,,,,,,,,,,,52.0,Lear Corporation,Automobiles & Parts,learcorporation,,
,,,,,,,,,,,microntechnologyinc,,,,,,,,,,,53.0,Micron Technology Inc,Semiconductors & Equipment,microntechnologyinc,,
,,,,,,,,,,,edwardslifesciencescorp,,,,,,,,,,,54.0,Edwards Lifesciences Corp,Medical Equipment & Services,edwardslifesciencescorp,,
,,,,,,,,,,,paypalholdingsinc,,,,,,,,,,,55.0,PayPal Holdings Inc,Transaction Processing,paypalholdingsinc,,
,,,,,,,,,,,illuminainc,,,,,,,,,,,56.0,Illumina Inc,Pharmaceuticals & Biotech,illuminainc,,
,,,,,,,,,,,blackrockinc,,,,,,,,,,,57.0,BlackRock Inc,Capital Markets,blackrockinc,,
,,,,,,,,,,,pgecorporation,,,,,,,,,,,58.0,PG&E Corporation,Utilities,pgecorporation,,
,,,,,,,,,,,keysighttechnologiesinc,,,,,,,,,,,59.0,Keysight Technologies Inc,Industrial Goods,keysighttechnologiesinc,,
,,,,,,,,,,,freeportmcmoraninc,,,,,,,,,,,60.0,Freeport-McMoRan Inc,Basic Resources,freeportmcmoraninc,,
,,,,,,,,,,,edisoninternational,,,,,,,,,,,61.0,Edison International,Utilities,edisoninternational,,
,,,,,,,,,,,johnsoncontrolsinternationalplc,,,,,,,,,,,62.0,Johnson Controls International plc,Industrial Goods,johnsoncontrolsinternationalplc,,
,,,,,,,,,,,pplcorp,,,,,,,,,,,63.0,PPL Corp,Utilities,pplcorp,,
,,,,,,,,,,,entergycorporation,,,,,,,,,,,64.0,Entergy Corporation,Utilities,entergycorporation,ENTERGY CORPORATION,entergycorporation
,,,,,,,,,,,dayforceinc,,,,,,,,,,,65.0,Dayforce Inc,Software,dayforceinc,,
,,,,,,,,,,,adobeinc,,,,,,,,,,,66.0,Adobe Inc,Software,adobeinc,ADOBE INC.,adobeinc
,,,,,,,,,,,deltaairlinesinc,,,,,,,,,,,67.0,Delta Air Lines Inc,Transportation,deltaairlinesinc,,
,,,,,,,,,,,aescorp,,,,,,,,,,,68.0,AES Corp,Utilities,aescorp,,
,,,,,,,,,,,assurantinc,,,,,,,,,,,69.0,Assurant Inc,Insurance,assurantinc,,
